ranking,score,aid,bvid,cid,title,uploader,play,like,coin,star,cover_url,pubtime,k,o_title
1226,0,735263343,BV1zD4y1W7td,964732678,辛苦一夜，茄子哭老马由赤伶改编歌曲《赤马》献给大家，超级整活，求君一观,啥名不一样,261,18,8,5,http://i2.hdslb.com/bfs/archive/66675b0abc255a7f8bdeea4a04ddcdf38fa22679.jpg,2023/1/14 8:00,1,辛苦一夜，茄子哭老马由赤伶改编歌曲《赤马》献给大家，超级整活，求君一观
1227,0,565304432,BV19v4y1y7Nc,964818324,24岁，这么可爱真是抱歉,乔亮乔小拿,22133,1982,74,207,http://i2.hdslb.com/bfs/archive/6b77d54a9ce8679ce6f8d1b809efd4527c25ffa2.jpg,2023/1/14 5:15,1,24岁，这么可爱真是抱歉
1228,0,905370402,BV1BP4y1k7Cf,964523624,⚡⚡ 图 酱 不 妙 曲 ⚡⚡,江山上的大王,8088,499,38,133,http://i1.hdslb.com/bfs/archive/ebccdc5f6120083b3202de8605fe014b2b628b42.jpg,2023/1/14 5:14,1,⚡⚡ 图 酱 不 妙 曲 ⚡⚡
1229,0,392772785,BV1Td4y1L7Yp,964610202,【鬼畜整活】⚡老   马   啊⚡,张小凌的奇葩世界,444,39,2,8,http://i1.hdslb.com/bfs/archive/8c9ca2ddef4b8f5373b0b17ddd5b57ddb3e16711.jpg,2023/1/14 5:00,1,【鬼畜整活】⚡老   马   啊⚡
1230,0,947797808,BV11W4y137uk,964759403,“如果在十八，我还没有长大”,秋叶丶金黄,65458,6694,1425,1451,http://i2.hdslb.com/bfs/archive/9dc7464bcd6ba4262e26e6ecb069670539ab8dfd.jpg,2023/1/14 2:11,1,“如果在十八，我还没有长大”
1231,0,307832528,BV1gA411o7v6,964642457,“如果在十八，一统理塘天下”,-处处幻梦-,630,50,16,7,http://i2.hdslb.com/bfs/archive/e75adcddaeb26a520943ca6c236eac97ba396476.jpg,2023/1/13 23:46,1,“如果在十八，一统理塘天下”
1232,0,735061489,BV1BD4y1p7Fp,958646300,【补档】⚡Bad Apple！！⚡,我就是个伪东方厨,211,68,3,4,http://i1.hdslb.com/bfs/archive/48be3f6dcfd57b596f234d286d20fd0fcd4ff18b.jpg,2023/1/13 23:41,1,【补档】⚡Bad Apple！！⚡
1233,0,820312424,BV1eG4y1c7yu,964624751,老马啊，但是大悲咒,全七泣,12,1,0,0,http://i0.hdslb.com/bfs/archive/82097981784dbcb51127d3883ed7f9856ed148c2.jpg,2023/1/13 23:29,1,老马啊，但是大悲咒
1234,0,947786345,BV1CW4y137Yw,964570298,俺 の 老 馬 が ! !,Reisen_Udongeiin,474150,39694,966,6491,http://i0.hdslb.com/bfs/archive/84ebb1a307a64a7cda3efb1ff4d56e1e661f50e9.jpg,2023/1/13 22:51,1,俺 の 老 馬 が ! !
1235,0,735305722,BV1rD4y1W7BW,964566548,【岳掌门】直到世界尽头 笑傲江湖鬼畜改编 欢迎大师兄入住B站,天天书与画,10388,645,264,78,http://i2.hdslb.com/bfs/archive/2fe1af33ff7fe7c8c37767fc34b2415a24660399.jpg,2023/1/13 22:50,1,【岳掌门】直到世界尽头 笑傲江湖鬼畜改编 欢迎大师兄入住B站
1236,0,480330098,BV1NT411m7JT,964450288,“时间倒退六年，我们能否在直播间相见”,bili_1733756591,572,90,43,27,http://i1.hdslb.com/bfs/archive/3210c1a36ebf7e850b6f4084c44fce00605b12c6.jpg,2023/1/13 22:11,1,“时间倒退六年，我们能否在直播间相见”
1237,0,435284991,BV1T3411Z7C9,964462382,糟糕糟糕欧买尬！牛牛怎么失灵辣！！,大水母绚烂一,283785,14978,4026,4034,http://i2.hdslb.com/bfs/archive/b80b35b9d4a4cf022d9fc9f76f799578474e9e88.jpg,2023/1/13 21:37,1,糟糕糟糕欧买尬！牛牛怎么失灵辣！！
1238,0,947827566,BV1dW4y137mk,964464112,⚡得知西罗马帝国灭亡而痛哭的将军⚡,哲人小张,108,9,8,5,http://i0.hdslb.com/bfs/archive/609fa2b1aaaf027213a6b9580a230897814d0c61.jpg,2023/1/13 21:26,1,⚡️得知西罗马帝国灭亡而痛哭的将军⚡️
1239,0,307786566,BV12A411d7Xt,964267156,不开果摊啦，回家过年！,不服气的三好青年,3503,99,9,4,http://i1.hdslb.com/bfs/archive/b8c475a6cbd34a31ee92413ff6eb203803632c59.jpg,2023/1/13 20:12,1,不开果摊啦，回家过年！
1240,0,607800393,BV1W84y1h7Lj,964329338,【全明星】画心,Nahida丶327,1205,153,18,16,http://i1.hdslb.com/bfs/archive/e3dcdb13705f1d26cab6cc0368714dc7b6b3f1ea.jpg,2023/1/13 20:00,1,【全明星】画心
1241,0,777783455,BV1v14y1T7dM,964524710,⚡《Fool For You》⚡我i的kun还在吗,荀了,115,15,0,1,http://i2.hdslb.com/bfs/archive/fc885dce51e0c2afed2c2ad37a832c3b4503f1d4.jpg,2023/1/13 19:35,1,⚡《Fool For You》⚡我i的kun还在吗
1242,0,905265361,BV1TP4y1k7is,964298203,爱你，但是蛋仔,S-Venti,71321,6840,705,2559,http://i0.hdslb.com/bfs/archive/34e23625a3faef3eafb270d09fc3cf845b0e1436.jpg,2023/1/13 19:32,1,爱你，但是蛋仔
1243,0,307665908,BV1FA411f7EA,964100551,⚡《你的昊京》主题曲 《答答答辩》⚡,千钨,27198,2909,544,839,http://i1.hdslb.com/bfs/archive/c78a91a0f2fa283beb780e2a37ed9370d8af2403.jpg,2023/1/13 19:00,1,⚡《你的昊京》主题曲 《答答答辩》⚡
1244,0,820127133,BV1bG4y1A7Us,963601544,赐我×刺我√,白小鱼s,18244,1373,224,415,http://i1.hdslb.com/bfs/archive/aba0956aed72d7eac0de42272dae78544b7192db.jpg,2023/1/13 18:50,1,赐我×刺我√
1245,0,777766256,BV1w14y1g7ef,964184699,“ 如果在十八，我没能送 🐔花”,爱言叶呐,9839,1050,124,358,http://i2.hdslb.com/bfs/archive/ee51fd0f1420ba6c8c426c927d9348a59e046cf3.jpg,2023/1/13 18:18,1,“ 如果在十八，我没能送 🐔花”
1246,0,222820170,BV1k8411N72A,964189956,音乐茄盒,何处得秋风,58,7,0,0,http://i2.hdslb.com/bfs/archive/2013e5965696943145cf5c5c3a2b1197a51901ad.jpg,2023/1/13 18:12,1,音乐茄盒
1247,0,435324387,BV183411Z7U5,964162523,“感情已那么深，叫我怎么能放手？”,夜雨星繁y,150356,9488,2955,3235,http://i0.hdslb.com/bfs/archive/1b1628a71e31bb0ce0faf3e1091b54a91f5170ff.jpg,2023/1/13 18:00,1,“感情已那么深，叫我怎么能放手？”
1248,0,820211394,BV1CG4y1A7X3,961501342,【全明星】星星点灯,凉老ye不鸽,2611,142,62,42,http://i2.hdslb.com/bfs/archive/26aa8ebaf83c39260c6e06083713c04788589a3d.jpg,2023/1/13 18:00,1,【全明星】星星点灯
1249,0,947805479,BV1qW4y137k4,964144067,百度翻译114514遍《火葬场之歌》并翻唱：菲律宾的网络不是丹麦,老田的好朋友,131,7,0,1,http://i2.hdslb.com/bfs/archive/ff0647000f19efd888c1cb746cbc23ea9ea8fba4.jpg,2023/1/13 17:59,1,百度翻译114514遍《火葬场之歌》并翻唱：菲律宾的网络不是丹麦
1250,0,820276895,BV1pG4y1c7hs,964152474,【人力プロセカ】ヴァンパイア 【晓山瑞希】,Asterisor,39,12,0,0,http://i0.hdslb.com/bfs/archive/cf9b43f42276ed889c5e8f4d5929f3ef089ae197.jpg,2023/1/13 17:42,1,【人力プロセカ】ヴァンパイア 【晓山瑞希】
1251,0,735300598,BV16D4y1W7CB,964130279,⚡电 只 因 之 舞 2.0⚡,明天就上学啦,241,25,5,5,http://i0.hdslb.com/bfs/archive/567541dee6e5a07756bf67393599c97e883a2879.jpg,2023/1/13 17:36,1,⚡️电 只 因 之 舞 2.0⚡️
1252,0,607795417,BV1Y84y1h7wm,964130936,"“⚡ 如 果 在 十 八，选 秀 我 没 参 加 ⚡ """,提莫小矮子,76628,9169,976,1559,http://i0.hdslb.com/bfs/archive/9d80985bfb4f143bf531bce1a4f302b84ab8a41e.jpg,2023/1/13 17:35,1,"“⚡ 如 果 在 十 八，选 秀 我 没 参 加 ⚡ """
1253,0,905270311,BV1MP4y1k7vY,964124969,⚡托马鸡小火车⚡,明天就上学啦,343,33,4,6,http://i1.hdslb.com/bfs/archive/776137f097a902e66af3e4cb1ddf79d7c17f98fc.jpg,2023/1/13 17:23,1,⚡️托马鸡小火车⚡️
1254,0,265152691,BV17Y411y7Wp,963751182,"""陪你度过漫长岁月""",枫吹枫又落,40346,3119,763,416,http://i0.hdslb.com/bfs/archive/b8abf69142f6fe27548ee8e39864778e6e3bdf04.jpg,2023/1/13 17:20,1,"""陪你度过漫长岁月"""
1255,0,392798263,BV17d4y1L7cd,964105121,“如果在十八，我没摆摊卖瓜”,初小晓Dawn,2216,284,56,80,http://i0.hdslb.com/bfs/archive/fbe2523ea69b819059df1e558138fac8f0080e49.jpg,2023/1/13 17:19,1,“如果在十八，我没摆摊卖瓜”
1256,0,435140656,BV183411U7Tf,963799072,【刘华强】特利瓜⚡瓜特曼（特效向）,爱吃波肉的肥羊,95338,9235,1714,2923,http://i1.hdslb.com/bfs/archive/9f39e531e54100b04f37cd0f96672e7e2f6b0d69.jpg,2023/1/13 17:00,1,【刘华强】特利瓜⚡️瓜特曼（特效向）
1257,0,222770392,BV1q8411N7qX,964068571,电棍：Baby♿,海绵宝宝米糯,3518,317,50,142,http://i0.hdslb.com/bfs/archive/4b94554757e4c9ddafe7ddde499dff3b60e57166.jpg,2023/1/13 16:48,1,电棍：Baby♿
1258,0,392747041,BV1Sd4y157DS,964060304,因亲眼目睹母亲死去而悲鸣的艾伦.耶格尔,尘云-KUMO,18345,1012,90,188,http://i2.hdslb.com/bfs/archive/659d9b4bb9a69ac5a29fa1da1b2a74f672874d11.jpg,2023/1/13 16:43,1,因亲眼目睹母亲死去而悲鸣的艾伦.耶格尔
1259,0,265364826,BV1qY41197Wt,964042400,《老马滴汉子你______》,恒源翔md,4020,780,42,130,http://i1.hdslb.com/bfs/archive/537594e32530564d3ae65db4c181e6ab5536fd53.jpg,2023/1/13 16:30,1,《老马滴汉子你______》
1260,0,607625735,BV1p84y1Y7mr,963946748,🦅全世界都在说鹰语🦅,独居北半球,11971,833,152,63,http://i1.hdslb.com/bfs/archive/f00abf5979ed2bae081fcbb08ef26c449395d78b.jpg,2023/1/13 16:04,1,🦅全世界都在说鹰语🦅
1261,0,350143445,BV1jR4y127Rn,964002343,只因想祝福你 | 恭喜发财 | 只因你太美,马沙阿姨-夏亚巴吉纳,3713,530,180,90,http://i1.hdslb.com/bfs/archive/9c686b2b56a3a31853e510c815c5f65af39e61c7.jpg,2023/1/13 16:01,1,只因想祝福你 | 恭喜发财 | 只因你太美
1262,0,522740246,BV1KM411b7u3,963981172,像真实魔女一样呐（和谐重投版）【人力海猫】,茶子_Chako,10730,1335,563,764,http://i0.hdslb.com/bfs/archive/b850e609bec297c66524396b7ec262ebfb8d9a7a.jpg,2023/1/13 15:49,1,像真实魔女一样呐（和谐重投版）【人力海猫】
1263,0,607743860,BV1K84y1h74J,963942453,【赵本山】“再忽悠一次，你还愿意吗？”,带带将军,6608,458,57,61,http://i0.hdslb.com/bfs/archive/f017c2617d765b7a858af576ef76d64b17ae4691.jpg,2023/1/13 15:36,1,【赵本山】“再忽悠一次，你还愿意吗？”
1264,0,265157977,BV1EY411y7WG,963928054,らくらく 莱万汀,黑魂梓魄,39285,3944,135,842,http://i2.hdslb.com/bfs/archive/0f7da6a6327a1800a81a9cc4cd70d8c99f34d638.jpg,2023/1/13 15:17,1,らくらく 莱万汀
1265,0,820204470,BV1CG4y1A76W,963819820,⚡如果在十八，你被我登了dua⚡,一坨蛋白质,9741,783,117,201,http://i0.hdslb.com/bfs/archive/6a5b80c3aa99759b4dfd5ed8e6676e2fa55a2f3f.jpg,2023/1/13 14:12,1,⚡如果在十八，你被我登了dua⚡
1266,0,692639084,BV1z24y1a7dt,963769571,⚡赐我一口剑气⚡—Shy哥剑魔演唱,给自己一片晴朗,12863,1196,259,289,http://i0.hdslb.com/bfs/archive/841d040b1e8853e6fbf29d4c976d76bdb9d3db12.jpg,2023/1/13 13:35,1,⚡赐我一口剑气⚡—Shy哥剑魔演唱
1267,0,607629679,BV1W84y1Y7dG,963764750,被玩坏的周董《本草纲目》版,一剪梅的意志,971,299,0,38,http://i2.hdslb.com/bfs/archive/178725fbb77397a3915e49566f43825e8815b2bc.jpg,2023/1/13 13:14,1,被玩坏的周董《本草纲目》版
1268,0,307747922,BV15A411f7su,963716580,【赐我】赐⚡ 坤⚡,团子团子子,2771,248,27,107,http://i0.hdslb.com/bfs/archive/005f84dea60d54762b81eaef8deda7a34d5d9d97.jpg,2023/1/13 13:14,1,【赐我】赐⚡ 坤⚡
1269,0,565241294,BV1vv4y1y74D,963702332,⚡“如果在十八，我没有去犯法”⚡,叫我绫绫柒,119759,12367,3177,3179,http://i2.hdslb.com/bfs/archive/d8f6bab0dbc1f5c106e8faa268fa33c38acea4fa.jpg,2023/1/13 12:26,1,⚡“如果在十八，我没有去犯法”⚡
1270,0,820153443,BV1iG4y1A7tp,963697919,【红楼梦】赐我一生鹿块,白玉簪配通灵,7205,995,139,245,http://i1.hdslb.com/bfs/archive/51a9badc17036bf5b6ba696c8e1230e7dfc9a71e.jpg,2023/1/13 12:26,1,【红楼梦】赐我一生鹿块
1271,0,650127575,BV1pY4y1f7UK,963693368,【鸡 次 郎 的 夏 天】,狼王EST,70,4,0,1,http://i0.hdslb.com/bfs/archive/82dd78b9bd777c3cabbdeb5d6cc1a80b0674b5e9.jpg,2023/1/13 12:18,1,【鸡 次 郎 的 夏 天】
1272,0,435215601,BV113411o78Y,963665876,被这离谱的选秀节目笑死,欣亦然灬,5040,442,21,32,http://i2.hdslb.com/bfs/archive/9c0ccc743712fc8448e11e15c6ed7eb54741b30a.jpg,2023/1/13 12:01,1,被这离谱的选秀节目笑死
1273,0,735234990,BV1nD4y1W7Lo,962342172,【罗翔】孤 独 摇 滚,Junk-浪,12501,1526,261,369,http://i1.hdslb.com/bfs/archive/fdce793f995210f60fa5653dd5ad6844cfda2bf6.jpg,2023/1/13 12:00,1,【罗翔】孤 独 摇 滚
1274,0,435238655,BV1P3411Z7Ej,970872455,[洛天依]南航欢迎你（原曲：北京欢迎你）,谣言控制中心,577,31,5,8,http://i2.hdslb.com/bfs/archive/0b374e81367769576e7ae199e0754fd7ab82d69a.jpg,2023/1/13 12:00,1,[洛天依]南航欢迎你（原曲：北京欢迎你）
1275,0,307696616,BV1gA411f7zW,962780246,"""如果在十八，我们还幼稚啊”",是真白阿,24272,1888,375,408,http://i2.hdslb.com/bfs/archive/962e739ac2fd4045865b7a4f3cd87ce62cf5741e.jpg,2023/1/13 12:00,1,"""如果在十八，我们还幼稚啊”"
1276,0,307733879,BV1HA411f73v,962228551,吉吉国动画《某科学的超电棍炮》主题曲《Only my DIANGUN♿♿》，南条爱乃和电棍otto合唱，激情超燃！,未命名_unk,735,74,9,23,http://i1.hdslb.com/bfs/archive/9b59bef25dacde4018195571de312c17ff3ce9b8.jpg,2023/1/13 11:45,1,吉吉国动画《某科学的超电棍炮》主题曲《Only my DIANGUN♿♿》，南条爱乃和电棍otto合唱，激情超燃！
1277,0,607639377,BV1j84y1Y74d,963167169,🍦赐你一个莱万汀汀汀汀汀汀！🍦,浪迹天涯的小光,137258,10255,809,2794,http://i2.hdslb.com/bfs/archive/69154cf9d73113adab2b42209004c25c778f2893.jpg,2023/1/13 11:30,1,🍦赐你一个莱万汀汀汀汀汀汀！🍦
1278,0,350217723,BV1zR4y127pn,963236708,【JOJO】千本樱,陌一一微凉,141905,33843,4571,10921,http://i0.hdslb.com/bfs/archive/b71acbb5b32d540c77a7953c6ad48c9e97f5d494.jpg,2023/1/13 11:30,1,【JOJO】千本樱
1279,0,650220649,BV1XY4y1f7u9,963553182,【川普】红色黎明に駆ける（向着红色黎明奔去）,剧情真的非常多糖,5553,712,95,218,http://i0.hdslb.com/bfs/archive/03bcc1c547da52b4a06f666d1d5dbf09c320168b.jpg,2023/1/13 10:35,1,【川普】红色黎明に駆ける（向着红色黎明奔去）
1280,0,820248710,BV1xG4y1c7CV,963225579,⚡得知好友芜湖钢琴师离去后悲痛演奏的贝多茄⚡,只喝果粒陈,185393,11969,1448,1894,http://i2.hdslb.com/bfs/archive/9d4db553230eed7e27fbd8a506e7a99c441ec7cd.jpg,2023/1/13 10:20,1,⚡得知好友芜湖钢琴师离去后悲痛演奏的贝多茄⚡
1281,0,222664793,BV1P8411N7kj,963225063,赐你笑脸对待，社恐内向的我放不开,罗马王二世,3961,446,63,73,http://i1.hdslb.com/bfs/archive/4cc6a8cabeb5fb941fabcc47114bc46a866925eb.jpg,2023/1/13 10:15,1,赐你笑脸对待，社恐内向的我放不开
1282,0,565185119,BV14v4y1y7om,963343029,⚡如果在十八，我没能把你炸⚡,理性蒸发の猫子,29916,2602,434,698,http://i1.hdslb.com/bfs/archive/204f7a9402a1581a55906afcda66926b8c792570.jpg,2023/1/13 10:00,1,⚡如果在十八，我没能把你炸⚡
1283,0,522672164,BV1sM411h7YU,963520094,【电棍】“我们的开始，是很长的白银”,取-不-起-好-名-字,2420,41,16,15,http://i1.hdslb.com/bfs/archive/845b4dbed8b5830ba171d8957c9ac0c559e68ec7.jpg,2023/1/13 9:58,1,【电棍】“我们的开始，是很长的白银”
1284,0,222732475,BV148411N7FY,963286194,退役是电棍的谎言♿,伟悯易心,40,6,0,2,http://i2.hdslb.com/bfs/archive/497cf1833cb10a6cf053caf2e693da3d013fa76b.jpg,2023/1/13 8:00,1,退役是电棍的谎言♿
1285,0,650159775,BV1eY4y1f7ch,963229452,电棍：征服♿,烂活机器人,445,63,6,7,http://i2.hdslb.com/bfs/archive/4ca5c106992e2fa971f89e813e3b934a954c11cb.jpg,2023/1/13 7:00,1,电棍：征服♿
1286,0,777629169,BV1b14y1u7jE,963372545,【电棍】发如雪,可逆酉变换,154,11,4,3,http://i2.hdslb.com/bfs/archive/fe557045aae5fa5a4e84ad13fa5ca73639ad43b0.jpg,2023/1/13 4:36,1,【电棍】发如雪
1287,0,350240645,BV1bR4y1Y781,963275510,“我开拖拉机追，追不上你的尾”,愉我所煜也,3023,285,60,88,http://i2.hdslb.com/bfs/archive/ed2cd6278e5ecbafd272aaa9b45f758faee49189.jpg,2023/1/13 1:34,1,“我开拖拉机追，追不上你的尾”
1288,0,905133164,BV1jP4y1y7uH,963218219,将臣不要啊！！！,邖奠獄,283,24,2,1,http://i2.hdslb.com/bfs/archive/ebc565bd61fc2dd599a9fe80b7ca05880d25ac21.jpg,2023/1/13 0:30,1,将臣不要啊！！！
1289,0,478071640,BV1xK411k7aD,973199763,圆脸の吟唱,shine樱野,27,3,2,1,http://i1.hdslb.com/bfs/archive/448219d3ce5704d62def969b8a6359c0c7e5e74b.jpg,2023/1/19 23:56,1,圆脸の吟唱
1290,0,905610639,BV1HP4y1r7eK,973193980,一生一次的立定跳远！！！,守护最好的老给,113,11,0,1,http://i0.hdslb.com/bfs/archive/decabaa9a060293a1d2897f206f842f0bdafe9e5.jpg,2023/1/19 23:54,1,一生一次的立定跳远！！！
1291,0,735613112,BV1ND4y1n7R8,973196990,华强买瓜自卖自夸,XO嗣只因,28,3,0,0,http://i1.hdslb.com/bfs/archive/7cec7bcaf46244f5b27f376634863e8ff4083fde.jpg,2023/1/19 23:52,1,华强买瓜自卖自夸
1292,0,693089166,BV1t24y1a73A,973195343,开庭的时候别忘了带上你的键盘,大情种阿悦,9,1,0,0,http://i2.hdslb.com/bfs/archive/c87dcdfd8e5a5794033ff9fd8a0d5b856032bf81.jpg,2023/1/19 23:51,1,开庭的时候别忘了带上你的键盘
1293,0,565500414,BV1Vv4y1C7cT,973151346,【枪声音乐/素材】Distayne - Halo,8MST,287,37,10,12,http://i1.hdslb.com/bfs/archive/079dbc45c2ec312c78e8253240f9d6a3269999b1.jpg,2023/1/19 23:31,1,【枪声音乐/素材】Distayne - Halo
1294,0,650620993,BV15Y4y1f7dh,973173391,蓝色妖姬与博尔特的世纪之争,搞笑迷惑君,265,14,2,3,http://i1.hdslb.com/bfs/archive/cec241d499b47567a5e982a07df557768c861708.jpg,2023/1/19 23:31,1,蓝色妖姬与博尔特的世纪之争
1295,0,820610797,BV1vG4y1F7D9,973166653,【孤 独 摇 滚】，但是变声期（死核）,X-沃克,120,16,3,6,http://i2.hdslb.com/bfs/archive/0c9d44e26f8bfd54be8148a94baef50360300f91.jpg,2023/1/19 23:28,1,【孤 独 摇 滚】，但是变声期（死核）
1296,0,565588542,BV1Qv4y1C7j2,972749203,大家好啊，我们一起包饺砸,DJHanyu_,1265,72,5,10,http://i1.hdslb.com/bfs/archive/dc7a3d051832bf1d99a24e6642fac9eb2eb416af.jpg,2023/1/19 23:17,1,大家好啊，我们一起包饺砸
1297,0,223024204,BV158411P7Et,973106858,【枪声音乐】警告！警告！——Reborn,黑魂哥,193,18,6,4,http://i2.hdslb.com/bfs/archive/87ed245e7775f4aba4e4f1a7796619fa93d460d1.jpg,2023/1/19 23:13,1,【枪声音乐】警告！警告！——Reborn
1298,0,350593713,BV1BR4y1a7xP,973139623,你这瓜保熟吗？！   刘华强rap,白带555,50,3,0,1,http://i1.hdslb.com/bfs/archive/792503b15eb014cc9673a1f0bad3f46822a414f2.jpg,2023/1/19 23:04,1,你这瓜保熟吗？！   刘华强rap
1299,0,778044067,BV1hy4y1R7Hz,973124583,ikun过家家,阿陈sgac,190,19,10,8,http://i2.hdslb.com/bfs/archive/e66111a79f2b34ffe824e07b25a2fe4984c63365.jpg,2023/1/19 23:04,1,ikun过家家
1300,0,393098124,BV1Md4y1575t,973126077,只因忍者,zzflymon,80,7,0,0,http://i1.hdslb.com/bfs/archive/0062dd7e9df47ade27e837a1a7036e8b2c7f9bfa.png,2023/1/19 23:03,1,只因忍者
1301,0,350617256,BV1YR4y1a7QW,973132716,《论R星都出品了什么玩意儿》,状态选手若棠,62,1,0,0,http://i0.hdslb.com/bfs/archive/dcc00a1ec0062fe5221fa3e711d132d25e71c6cd.jpg,2023/1/19 22:59,1,《论R星都出品了什么玩意儿》
1302,0,350539323,BV1uR4y1a71b,973129066,？？？,原神代肝阿八,19,4,0,0,http://i1.hdslb.com/bfs/archive/07e4650c0593fc700d0c3c119c8085c563cca6fd.jpg,2023/1/19 22:57,1,？？？
1303,0,565595999,BV1rv4y1C79G,973119678,⚡精  灵  boy♂ 可  梦⚡（神奇宝贝）op1（原曲不使用）,替身名_负债调音师,8602,1074,172,223,http://i2.hdslb.com/bfs/archive/9b8a2b712aaad239d9d347c44d11348645080bc7.jpg,2023/1/19 22:55,1,⚡️精  灵  boy♂ 可  梦⚡️（神奇宝贝）op1（原曲不使用）
1304,0,990552351,BV1Tx4y1g7gP,973118232,道理的新年红包,无才_,363,24,11,4,http://i2.hdslb.com/bfs/archive/4052eb8ffe0dfe66120ae5b272c2d25e24bfc222.jpg,2023/1/19 22:50,1,道理的新年红包
1305,0,523092210,BV1GM411t7Ut,973120217,首,_emoいも_,4,4,2,1,http://i2.hdslb.com/bfs/archive/64d33ba0864502704e99df06869b9d5dafda1e76.jpg,2023/1/19 22:48,1,首
1306,0,650599787,BV1oY4y1Z7Az,973080956,《发 蔡 发 福 只 因 哥》,阿莫尔动物医师,224,11,4,3,http://i0.hdslb.com/bfs/archive/4f64f248c1695648c9c09140a7af11de6a4f4316.jpg,2023/1/19 22:40,1,《发 蔡 发 福 只 因 哥》
1307,0,223011521,BV1c8411P7JZ,973106370,Life Goea on 但是坤坤,Vinejkok,5,0,0,0,http://i1.hdslb.com/bfs/archive/2a8d7dd18bd023d4bb6ef22333fcb7fdf9cd322a.jpg,2023/1/19 22:40,1,Life Goea on 但是坤坤
1308,0,820500556,BV1aG4y1w7zU,973089916,昊京∶逝罗老师吗?,猿某某某人,26,2,2,2,http://i1.hdslb.com/bfs/archive/4714946aa6329bcca789e5616b3456b51a91f782.jpg,2023/1/19 22:26,1,昊京∶逝罗老师吗?
1309,0,565610975,BV1ov4y1C7qj,973086375,本来还挺喜欢这首歌的【⚡Bones|卡点|ikun必刷⚡】,一只小VASE,236,23,2,6,http://i0.hdslb.com/bfs/archive/b8faa1c0a0154cc2925dfabe2f68289869842f49.jpg,2023/1/19 22:24,1,本来还挺喜欢这首歌的【⚡️Bones|卡点|ikun必刷⚡️】
1310,0,308111884,BV1yA411R7YJ,973062714,本来挺喜欢小度的……,与杋,32,4,2,1,http://i0.hdslb.com/bfs/archive/1dc2458e09eb865722e4c77edbf9493bb7f274c0.jpg,2023/1/19 22:07,1,本来挺喜欢小度的……
1311,0,778101063,BV1By4y1R7iv,973146364,团长你等着我~O↗o↘o↗o↘oh Oh→→ O↗o↘o↗o↘oh~,真空大小姐安娜,400,34,6,8,http://i2.hdslb.com/bfs/archive/93b3b9c0d628a9644f84864aece099c1b6a41aa6.jpg,2023/1/19 22:00,1,团长你等着我~O↗o↘o↗o↘oh Oh→→ O↗o↘o↗o↘oh~
